config_id,activation,layers,hidden,lr,batch,parameters,val_loss_mean,val_loss_std,val_loss_min,val_loss_max,test_mse,test_mae,test_rmse,best_seed
14,relu,3,6,0.01,128,129,0.024357331241170566,0.0011521942427178884,0.02316384450097879,0.025914813602964083,0.08409780263900757,0.21556136012077332,0.2899962067604065,0
15,relu,3,6,0.001,64,129,0.019695960857801967,0.0020067718904628012,0.01747953546543916,0.022339196026325225,0.04776100069284439,0.1625644862651825,0.2185429036617279,1
16,relu,3,6,0.001,128,129,0.07199391239881515,0.07042253977018621,0.01942203419903914,0.17153385738531748,0.06819163262844086,0.18932317197322845,0.2611352801322937,0
17,relu,3,7,0.01,64,164,0.019157774856521023,0.0013701116058053339,0.017365700838466485,0.02069190414249897,0.052158817648887634,0.16657274961471558,0.22838304936885834,1
18,relu,3,7,0.01,128,164,0.018351474709808826,0.0029901593847855797,0.015236082104345162,0.022385524461666743,0.041815705597400665,0.15152961015701294,0.20448888838291168,1
19,relu,3,7,0.001,64,164,0.017022225250800452,0.0020744877508494363,0.014102467616399128,0.018730117494861285,0.03948488458991051,0.14588218927383423,0.19870804250240326,1
20,relu,3,7,0.001,128,164,0.021722629335191517,0.0022687640079862917,0.01952134238680204,0.024844828402002653,0.08107712119817734,0.19334445893764496,0.2847404479980469,0
21,relu,3,8,0.01,64,203,0.016549148091839418,0.0014406514006790416,0.014579653722544512,0.017985596100489297,0.042276591062545776,0.1492895781993866,0.20561271905899048,0
22,relu,3,8,0.01,128,203,0.015155726304484737,0.0019142804380565242,0.0137050979261597,0.01786055113375187,0.03464426100254059,0.13821256160736084,0.18612968921661377,1
23,relu,3,8,0.001,64,203,0.017155872372289497,0.001694484490063877,0.014768818520009518,0.01853214765091737,0.039266787469387054,0.14131976664066315,0.19815848767757416,1
24,relu,3,8,0.001,128,203,0.01613595250166125,0.000598679115893192,0.015322947596510251,0.016747131024797756,0.05614694952964783,0.1571042239665985,0.2369534820318222,1
25,relu,4,3,0.01,64,60,0.43646170176400084,0.060535576783919784,0.3508580013116201,0.4801794867515564,14.55288314819336,2.7012789249420166,3.814824104309082,2
26,relu,4,3,0.01,128,60,0.38666687864727445,0.1309562421044999,0.20146983075141905,0.48018524344762165,5.85105562210083,1.3968676328659058,2.4188954830169678,2
27,relu,4,3,0.001,64,60,0.37107350023587543,0.15304231411533584,0.15464143856366475,0.4801822095712026,21.71021270751953,2.2937004566192627,4.659421920776367,2
28,relu,4,3,0.001,128,60,0.37047206507788766,0.15390534792570879,0.15281949361165365,0.4801943311691284,21.696435928344727,2.2771975994110107,4.657943248748779,2
29,relu,4,4,0.01,64,91,0.1302689843442705,0.07583397854344785,0.028454259912172954,0.21035698858896892,0.16011326014995575,0.2942168712615967,0.40014153718948364,2
30,relu,4,4,0.01,128,91,0.06793025512662199,0.058255557272948316,0.02511202302078406,0.15029438885052998,0.10651170462369919,0.2284451723098755,0.3263612985610962,2
31,relu,4,4,0.001,64,91,0.1324202820327547,0.0788821601965166,0.027927969495455424,0.21849852752685547,0.13837704062461853,0.2782006859779358,0.3719906508922577,2
32,relu,4,4,0.001,128,91,0.12690873600708114,0.0699801110884408,0.03213463172316551,0.19897828781604768,0.2072678655385971,0.3276607394218445,0.4552668035030365,2
33,relu,4,5,0.01,64,128,0.06858410915401247,0.057839490266501675,0.026394651065270107,0.1503677759965261,0.1306331306695938,0.26955896615982056,0.3614320456981659,1
34,relu,4,5,0.01,128,128,0.06773823642234007,0.05761394248814031,0.020274912213285763,0.1488238364458084,0.08595377951860428,0.21622411906719208,0.2931787371635437,1
35,relu,4,5,0.001,64,128,0.06653483331203461,0.05900327181842173,0.02336834848920504,0.14996118422349294,0.1030433177947998,0.23165054619312286,0.32100361585617065,1
36,relu,4,5,0.001,128,128,0.06689965934554735,0.05843101135148265,0.0222247685889403,0.1494400135676066,0.10021977871656418,0.21158452332019806,0.3165750801563263,2
37,relu,4,6,0.01,64,171,0.024169978004362852,0.00359726092258523,0.020643134246269863,0.029108531226714453,0.08580783754587173,0.21315380930900574,0.2929297387599945,1
38,relu,4,6,0.01,128,171,0.06276536147296428,0.059772298522739804,0.017237796862920124,0.1472099523941676,0.04667286574840546,0.16517247259616852,0.2160390317440033,2
39,relu,4,6,0.001,64,171,0.0215404171248277,0.0020228178932350698,0.02000308529039224,0.024398376335700352,0.06405051052570343,0.1885099560022354,0.2530820369720459,2
40,relu,4,6,0.001,128,171,0.06388416850235727,0.05868082398098554,0.020185621092716852,0.14683161214987436,0.06885469704866409,0.19117248058319092,0.2624017894268036,2
41,relu,4,7,0.01,64,220,0.022114208701584075,0.002696671936061316,0.01971640911201636,0.025881371945142746,0.0813768208026886,0.20086921751499176,0.2852662205696106,1
42,relu,4,7,0.01,128,220,0.021080913234088155,0.0019659054904120027,0.018366253922382992,0.02295799784362316,0.07035236060619354,0.18890327215194702,0.2652401924133301,2
43,relu,4,7,0.001,64,220,0.01770422940618462,0.004953521735928293,0.010842533772190412,0.02235733585059643,0.02403741516172886,0.11362790316343307,0.15504004061222076,1
44,relu,4,7,0.001,128,220,0.022492444710599052,0.0017879468662221345,0.02015151598552863,0.024490659351150194,0.06757227331399918,0.18971918523311615,0.25994667410850525,1
45,relu,4,8,0.01,64,275,0.015183863826923898,0.0009987174603087658,0.013903445849816004,0.016340359752376875,0.034866102039813995,0.14043940603733063,0.18672466278076172,2
46,relu,4,8,0.01,128,275,0.01423113821943601,0.0013670248079282086,0.012476294847826162,0.015811075950662296,0.02422192133963108,0.12047943472862244,0.15563392639160156,0
47,relu,4,8,0.001,64,275,0.01603798822230763,0.004668666356567343,0.011495350609223048,0.02245876494050026,0.02698608674108982,0.11686477065086365,0.1642744243144989,1
48,relu,4,8,0.001,128,275,0.013393453381127782,0.0032157138531009226,0.008915286136170228,0.016318639745314917,0.016250235959887505,0.0902477279305458,0.12747640907764435,1
49,relu,5,3,0.01,64,72,0.38428658534420856,0.1343212321725509,0.1943306227127711,0.48018070753415426,9.216612815856934,1.7709864377975464,3.0358874797821045,2
50,relu,5,3,0.01,128,72,0.3780939339664247,0.14307557842972787,0.1757572765747706,0.48017851654688515,8.857609748840332,1.5509852170944214,2.9761736392974854,2
51,relu,5,3,0.001,64,72,0.3860404226382574,0.13186923475901488,0.19955211166540782,0.48019288245836894,9.309268951416016,1.8601518869400024,3.051109552383423,2
52,relu,5,3,0.001,128,72,0.38620552787515855,0.13165589755732576,0.2000189444621404,0.48020995084444684,9.286398887634277,1.854102611541748,3.0473592281341553,2
53,relu,5,4,0.01,64,111,0.4800954506132338,0.0013956455587800258,0.4783433020114899,0.48175843103726707,35.75423049926758,4.768097877502441,5.9794840812683105,1
54,relu,5,4,0.01,128,111,0.48009263401561314,0.0013937075152249362,0.4783447836240133,0.48175547949473063,35.76586151123047,4.7689714431762695,5.980456829071045,1
55,relu,5,4,0.001,64,111,0.38593077386750113,0.13205228968580787,0.1991834820906321,0.480197491645813,9.25471019744873,1.8327856063842773,3.0421555042266846,2
56,relu,5,4,0.001,128,111,0.38384642358620963,0.13500234653318632,0.1929270846446355,0.48020323729515074,9.166876792907715,1.7629603147506714,3.0276851654052734,2
57,relu,5,5,0.01,64,158,0.17137144406636554,0.021530834303632614,0.14559219221274058,0.19829452534516653,21.608304977416992,2.2208237648010254,4.648473262786865,2
58,relu,5,5,0.01,128,158,0.11627897987100815,0.06688781219042128,0.0222290891011556,0.17207505198319753,0.10060112923383713,0.23258355259895325,0.31717681884765625,2
59,relu,5,5,0.001,64,158,0.17114100649621752,0.016567901354667743,0.14896454870700837,0.18877878292401631,21.227523803710938,2.23288893699646,4.607333660125732,1
60,relu,5,5,0.001,128,158,0.1705908970038096,0.017023345205712612,0.14781371021270753,0.1887316192785899,21.21230697631836,2.216484308242798,4.605681896209717,1
61,relu,5,6,0.01,64,213,0.06706374897145563,0.07174479110998264,0.01356744501243035,0.1684750221967697,0.032852157950401306,0.1363379955291748,0.1812516450881958,2
62,relu,5,6,0.01,128,213,0.12758621774282722,0.07744961654858883,0.0184644243568182,0.1903318753639857,0.06967336684465408,0.17967599630355835,0.263957142829895,2
63,relu,5,6,0.001,64,213,0.18492703154683113,0.12425019248569559,0.04091654071211815,0.344126883427302,0.5642251372337341,0.501315712928772,0.7511492371559143,2
64,relu,5,6,0.001,128,213,0.17869781035184862,0.13127970904360262,0.02353550320863724,0.34456846976280214,0.10214652866125107,0.22900401055812836,0.31960371136665344,2
